year_from,year_to,lon,lat,ssim,resnet_cosine_dist
2018,2019,120.685,24.145,0.0019616834809458045,0.7902288436889648
2018,2019,120.685,24.155,0.0018095583890097855,0.7472354173660278
2018,2019,120.685,24.165,0.001792762172111068,0.7307708263397217
2018,2019,120.685,24.175,0.002094287918867619,0.7702629566192627
2018,2019,120.685,24.185,0.00255732198072801,0.7846772074699402
2018,2019,120.685,24.195,0.0029591428307041067,0.7552201747894287
2018,2019,120.685,24.205,0.002871328692449984,0.7720470428466797
2018,2019,120.695,24.085,0.0045985488618250255,0.7291147708892822
2018,2019,120.695,24.095,0.0038137760493266695,0.7124900817871094
2018,2019,120.695,24.105,0.0033824643799913157,0.7359869480133057
2018,2019,120.695,24.115,0.0029224992289672226,0.7369697093963623
2018,2019,120.695,24.125,0.002699490638304046,0.7463589310646057
2018,2019,120.695,24.135,0.0021650149143309545,0.7631258964538574
2018,2019,120.695,24.145,0.002028894219040671,0.7908438444137573
2018,2019,120.695,24.155,0.0020216002861815543,0.7382193803787231
2018,2019,120.695,24.165,0.0020001106024742,0.7345524430274963
2018,2019,120.695,24.175,0.002393256011152997,0.7792050242424011
2018,2019,120.695,24.185,0.002852205720557214,0.7859697341918945
2018,2019,120.695,24.195,0.0033306882450016666,0.7559651136398315
2018,2019,120.695,24.205,0.0032493471119300708,0.7568982839584351
2018,2019,120.705,24.085,0.004921700517934289,0.7424526214599609
2018,2019,120.705,24.095,0.004016904347616809,0.7327316999435425
2018,2019,120.705,24.105,0.0036405006842727297,0.7421289682388306
2018,2019,120.705,24.115,0.0032357851458248025,0.7355009317398071
2018,2019,120.705,24.125,0.0031838638436062125,0.7281696796417236
2018,2019,120.705,24.135,0.0025858892630448754,0.7826297283172607
2018,2019,120.705,24.145,0.002374008076341978,0.7964731454849243
2018,2019,120.705,24.155,0.002248069820464878,0.7674525380134583
2018,2019,120.705,24.165,0.002341379159341254,0.7632637619972229
2018,2019,120.705,24.175,0.0033724700734913305,0.7649182081222534
2018,2019,120.705,24.185,0.004173954933353008,0.7801109552383423
2018,2019,120.705,24.195,0.004769182039213312,0.7708424925804138
2018,2019,120.705,24.205,0.0043565295280484995,0.7814779877662659
2018,2019,120.715,24.085,0.006108751694389095,0.7234295606613159
2018,2019,120.715,24.095,0.005365738308225142,0.7016829252243042
2018,2019,120.715,24.105,0.005182503563248056,0.7227987051010132
2018,2019,120.715,24.115,0.004800787509456344,0.7336333990097046
2018,2019,120.715,24.125,0.004626733336052571,0.7022168636322021
2018,2019,120.715,24.135,0.0040942164737523485,0.7697768807411194
2018,2019,120.715,24.145,0.003662517007431951,0.7814640998840332
2018,2019,120.715,24.155,0.0036159786303237777,0.7594422698020935
2018,2019,120.715,24.165,0.003638380993667886,0.7630481123924255
2018,2019,120.715,24.175,0.004909879962805567,0.786060094833374
2018,2019,120.715,24.185,0.005590209185118322,0.8048275709152222
2018,2019,120.715,24.195,0.006298745286723481,0.78520667552948
2018,2019,120.715,24.205,0.005913477823419213,0.7529035210609436
2018,2019,120.725,24.085,0.007541881648587526,0.7324051856994629
2018,2019,120.725,24.095,0.006844368685439959,0.7225522398948669
2018,2019,120.725,24.105,0.006749839207667849,0.7066423892974854
2018,2019,120.725,24.115,0.006328833107974331,0.7423743009567261
2018,2019,120.725,24.125,0.006287866711440435,0.6941733360290527
2018,2019,120.725,24.135,0.005805951670836549,0.737412691116333
2018,2019,120.725,24.145,0.005702989907037268,0.7519065141677856
2018,2019,120.725,24.155,0.0054402456129793815,0.7284549474716187
2018,2019,120.725,24.165,0.005363990703673769,0.749782919883728
2018,2019,120.725,24.175,0.006385883680384376,0.7780463099479675
2018,2019,120.725,24.185,0.006959758856002318,0.7933065295219421
2018,2019,120.725,24.195,0.007712847480135362,0.7403502464294434
2018,2019,120.725,24.205,0.007376708441861326,0.753868818283081
2018,2019,120.735,24.085,0.0092725989306766,0.6847745180130005
2018,2019,120.735,24.095,0.00856608075222932,0.7159929275512695
2018,2019,120.735,24.105,0.008053938717289393,0.6938683986663818
2018,2019,120.735,24.115,0.007517703956315669,0.713652491569519
2018,2019,120.735,24.125,0.007772173969963532,0.6804194450378418
2018,2019,120.735,24.135,0.007689315245362439,0.7149195075035095
2018,2019,120.735,24.145,0.007538729706742368,0.7430681586265564
2018,2019,120.735,24.155,0.006929527947411554,0.7281765937805176
2018,2019,120.735,24.165,0.006704039328474382,0.7589296698570251
2018,2019,120.735,24.175,0.007861648437498932,0.7707295417785645
2018,2019,120.735,24.185,0.0086538032895348,0.7567750215530396
2018,2019,120.735,24.195,0.00946625036572745,0.6922392249107361
2018,2019,120.735,24.205,0.009127676347132208,0.7026544809341431
2018,2019,120.745,24.085,0.011164014596335804,0.6808894276618958
2018,2019,120.745,24.095,0.010351476298313627,0.7288604974746704
2018,2019,120.745,24.105,0.009757788595613754,0.7268019318580627
2018,2019,120.745,24.115,0.009409637120504275,0.7247013449668884
2018,2019,120.745,24.125,0.009931617314895164,0.6776717305183411
2018,2019,120.745,24.135,0.009765472231988795,0.6960400342941284
2018,2019,120.745,24.145,0.009606541883533016,0.6907542943954468
2018,2019,120.745,24.155,0.008782711579355711,0.6931707859039307
2018,2019,120.745,24.165,0.008182236707656514,0.7343543767929077
2018,2019,120.745,24.175,0.009203920595062944,0.7462159395217896
2018,2019,120.745,24.185,0.009876179201244888,0.7461611032485962
2018,2019,120.745,24.195,0.011098110466690283,0.6845006346702576
2018,2019,120.745,24.205,0.010816640385388362,0.7017837166786194
2018,2019,120.755,24.085,0.012875257777176633,0.6881008148193359
2018,2019,120.755,24.095,0.012128024318821568,0.7324237823486328
2018,2019,120.755,24.105,0.011714259818635993,0.6956843137741089
2018,2019,120.755,24.115,0.011442621435049543,0.7232469320297241
2018,2019,120.755,24.125,0.012173253861283062,0.6817013025283813
2018,2019,120.755,24.135,0.012061762244027427,0.6801315546035767
2018,2019,120.755,24.145,0.01190062850874358,0.6943392753601074
2018,2019,120.755,24.155,0.010865441995770993,0.6535470485687256
2018,2019,120.755,24.165,0.010111679363277976,0.6827530860900879
2018,2019,120.755,24.175,0.010863307311657551,0.7181699275970459
2018,2019,120.755,24.185,0.011325346191819845,0.702499508857727
2018,2019,120.755,24.195,0.012618459207243648,0.6634020805358887
2018,2019,120.755,24.205,0.01225412613178577,0.6774178743362427
2019,2020,120.615,24.085,0.8064954904492783,0.05391591787338257
2019,2020,120.615,24.095,0.8056366371686359,0.059937238693237305
2019,2020,120.615,24.105,0.7852692198918424,0.05262202024459839
2019,2020,120.615,24.115,0.7817956021422792,0.05469125509262085
2019,2020,120.615,24.125,0.7821922723246638,0.052233099937438965
2019,2020,120.615,24.135,0.7657198130408871,0.05553311109542847
2019,2020,120.615,24.145,0.7422188764459888,0.06329643726348877
2019,2020,120.615,24.155,0.7364139443722889,0.04472988843917847
2019,2020,120.615,24.165,0.7210002227528769,0.040893375873565674
2019,2020,120.615,24.175,0.6913664288428606,0.05466878414154053
2019,2020,120.615,24.185,0.6694470333750745,0.11424511671066284
2019,2020,120.615,24.195,0.6804586096156431,0.10336118936538696
2019,2020,120.615,24.205,0.7027142786032655,0.1389715075492859
2019,2020,120.625,24.085,0.8060291310739545,0.07185924053192139
2019,2020,120.625,24.095,0.7952401689406938,0.053751349449157715
2019,2020,120.625,24.105,0.7729000645452496,0.06107056140899658
2019,2020,120.625,24.115,0.7667435350583814,0.05698549747467041
2019,2020,120.625,24.125,0.7608112516182216,0.07411062717437744
2019,2020,120.625,24.135,0.7402846634280552,0.06000936031341553
2019,2020,120.625,24.145,0.7166784914884048,0.05153632164001465
2019,2020,120.625,24.155,0.713372624148368,0.037089407444000244
2019,2020,120.625,24.165,0.7146126159787578,0.02130657434463501
2019,2020,120.625,24.175,0.7018672995170503,0.037206411361694336
2019,2020,120.625,24.185,0.6916207156626328,0.09604388475418091
2019,2020,120.625,24.195,0.686823342357171,0.08451521396636963
2019,2020,120.625,24.205,0.6893901617373052,0.10619187355041504
2019,2020,120.635,24.085,0.8061270502873362,0.05113476514816284
2019,2020,120.635,24.095,0.7939903127742207,0.04286479949951172
2019,2020,120.635,24.105,0.7666817096744062,0.06894135475158691
2019,2020,120.635,24.115,0.7542217602258567,0.06558102369308472
2019,2020,120.635,24.125,0.7391664517358288,0.0944070816040039
2019,2020,120.635,24.135,0.7217914344103965,0.067047119140625
2019,2020,120.635,24.145,0.6981310335704446,0.057925283908843994
2019,2020,120.635,24.155,0.6973231169989786,0.022036969661712646
2019,2020,120.635,24.165,0.7009672968411611,0.05111360549926758
2019,2020,120.635,24.175,0.699525701076596,0.05628931522369385
2019,2020,120.635,24.185,0.7091407423043573,0.09438270330429077
2019,2020,120.635,24.195,0.7133311260306388,0.07152986526489258
2019,2020,120.635,24.205,0.706209692379578,0.058300137519836426
2019,2020,120.645,24.085,0.7959221237405533,0.07226169109344482
2019,2020,120.645,24.095,0.7844332727405244,0.05337315797805786
2019,2020,120.645,24.105,0.7546058220920732,0.058870673179626465
2019,2020,120.645,24.115,0.7402561536876265,0.06383687257766724
2019,2020,120.645,24.125,0.7232024149960447,0.07847660779953003
2019,2020,120.645,24.135,0.7093107028847371,0.07241207361221313
2019,2020,120.645,24.145,0.6907750828569867,0.06416207551956177
2019,2020,120.645,24.155,0.6900817700604102,0.04594242572784424
2019,2020,120.645,24.165,0.6932549987269,0.05431395769119263
2019,2020,120.645,24.175,0.6963161718172134,0.05760228633880615
2019,2020,120.645,24.185,0.7171397961047242,0.09984731674194336
2019,2020,120.645,24.195,0.7393839903898854,0.08588838577270508
2019,2020,120.645,24.205,0.739103794371045,0.04894179105758667
2019,2020,120.655,24.085,0.7800854518039716,0.07992136478424072
2019,2020,120.655,24.095,0.7668352691550363,0.07239502668380737
2019,2020,120.655,24.105,0.7404017422393729,0.050521910190582275
2019,2020,120.655,24.115,0.7257397327733848,0.07914131879806519
2019,2020,120.655,24.125,0.7044116319140081,0.08372914791107178
2019,2020,120.655,24.135,0.6886363088176091,0.07809662818908691
2019,2020,120.655,24.145,0.6736037687537052,0.05855280160903931
2019,2020,120.655,24.155,0.6733809067091048,0.06421512365341187
2019,2020,120.655,24.165,0.6745701733487287,0.0591922402381897
2019,2020,120.655,24.175,0.6816288643813048,0.04780763387680054
2019,2020,120.655,24.185,0.70764603364339,0.08667004108428955
2019,2020,120.655,24.195,0.7325079828674391,0.07806932926177979
2019,2020,120.655,24.205,0.7364780921796883,0.06078207492828369
2019,2020,120.665,24.085,0.7575401963422276,0.07890915870666504
2019,2020,120.665,24.095,0.750034258598962,0.07757407426834106
2019,2020,120.665,24.105,0.7315455627383292,0.05965155363082886
2019,2020,120.665,24.115,0.7184386500809021,0.057646334171295166
2019,2020,120.665,24.125,0.6964774490140724,0.06424444913864136
2019,2020,120.665,24.135,0.68502264252758,0.057322680950164795
2019,2020,120.665,24.145,0.6740958348330093,0.06991136074066162
2019,2020,120.665,24.155,0.6681340242728632,0.0755041241645813
2019,2020,120.665,24.165,0.6454097604999992,0.09014135599136353
2019,2020,120.665,24.175,0.6438137133643907,0.12632471323013306
2019,2020,120.665,24.185,0.6531816479407434,0.20698702335357666
2019,2020,120.665,24.195,0.6961275665449781,0.14940416812896729
2019,2020,120.665,24.205,0.7108743788131802,0.10968488454818726
2019,2020,120.675,24.085,0.7389070787979193,0.1535211205482483
2019,2020,120.675,24.095,0.7251847910646372,0.17270541191101074
2019,2020,120.675,24.105,0.7116811931287287,0.2027416229248047
2019,2020,120.675,24.115,0.7069939213967519,0.04343235492706299
2019,2020,120.675,24.125,0.694480692471865,0.07167041301727295
2019,2020,120.675,24.135,0.6841306255437464,0.059874653816223145
2019,2020,120.675,24.145,0.6749765559374442,0.049234867095947266
2019,2020,120.675,24.155,0.6649488092017561,0.06237059831619263
2019,2020,120.675,24.165,0.6306606619621345,0.09286230802536011
2019,2020,120.675,24.175,0.6128977575320587,0.18830668926239014
2019,2020,120.675,24.185,0.5905768510531958,0.2028675079345703
2019,2020,120.675,24.195,0.6286150647881366,0.16398119926452637
2019,2020,120.675,24.205,0.6429799657786955,0.25277674198150635
2019,2020,120.685,24.085,0.724172681480073,0.1416642665863037
2019,2020,120.685,24.095,0.710241066570611,0.20336967706680298
2019,2020,120.685,24.105,0.6957041102841531,0.2109922170639038
2019,2020,120.685,24.115,0.6903972758535115,0.05950981378555298
2019,2020,120.685,24.125,0.683206727891594,0.04537123441696167
2019,2020,120.685,24.135,0.6796851136578611,0.06499636173248291
2019,2020,120.685,24.145,0.6735129324286415,0.04359233379364014
2019,2020,120.685,24.155,0.6622608785275976,0.03170371055603027
2019,2020,120.685,24.165,0.626848614592185,0.1225690245628357
2019,2020,120.685,24.175,0.6050107808514754,0.17154502868652344
2019,2020,120.685,24.185,0.5569253027605068,0.25247371196746826
2019,2020,120.685,24.195,0.5737857246473593,0.1884852647781372
2019,2020,120.685,24.205,0.5653728981025641,0.23807358741760254
2019,2020,120.695,24.085,0.6991630061700915,0.12500464916229248
2019,2020,120.695,24.095,0.683014081454128,0.19235867261886597
2019,2020,120.695,24.105,0.6716442617494416,0.239252507686615
2019,2020,120.695,24.115,0.6800945589180651,0.08265525102615356
2019,2020,120.695,24.125,0.6795886415941732,0.04750645160675049
2019,2020,120.695,24.135,0.6762636200172882,0.059416115283966064
2019,2020,120.695,24.145,0.6675207233088576,0.053537607192993164
2019,2020,120.695,24.155,0.6589054219665157,0.03348386287689209
2019,2020,120.695,24.165,0.6173413504839563,0.10201728343963623
2019,2020,120.695,24.175,0.5966827313324607,0.19354915618896484
2019,2020,120.695,24.185,0.5339706421873166,0.23529267311096191
2019,2020,120.695,24.195,0.5252803703407867,0.22634559869766235
2019,2020,120.695,24.205,0.4895737378036426,0.275410532951355
2019,2020,120.705,24.085,0.6788104594050164,0.13651078939437866
2019,2020,120.705,24.095,0.6541813168785163,0.2281954288482666
2019,2020,120.705,24.105,0.6444973568549555,0.2676736116409302
2019,2020,120.705,24.115,0.6630751746421645,0.12106776237487793
2019,2020,120.705,24.125,0.6858043883277294,0.07993215322494507
2019,2020,120.705,24.135,0.6609626131177905,0.21984273195266724
2019,2020,120.705,24.145,0.6485766363387628,0.258303701877594
2019,2020,120.705,24.155,0.6192038005820468,0.261863648891449
2019,2020,120.705,24.165,0.5711283030941948,0.2058061957359314
2019,2020,120.705,24.175,0.5607431909559505,0.3501845598220825
2019,2020,120.705,24.185,0.5154012136565213,0.29821789264678955
2019,2020,120.705,24.195,0.5247859016004874,0.2928842306137085
2019,2020,120.705,24.205,0.46274552295474003,0.3530701994895935
2019,2020,120.715,24.085,0.6893478709543154,0.1685519814491272
2019,2020,120.715,24.095,0.6716256683289374,0.20529377460479736
2019,2020,120.715,24.105,0.6649181630590719,0.244920015335083
2019,2020,120.715,24.115,0.6833338146805493,0.11842334270477295
2019,2020,120.715,24.125,0.7064638437245652,0.07801586389541626
2019,2020,120.715,24.135,0.6549981800277812,0.16299307346343994
2019,2020,120.715,24.145,0.6284259527960254,0.17561572790145874
2019,2020,120.715,24.155,0.5666981007146461,0.18710166215896606
2019,2020,120.715,24.165,0.5267396392569593,0.265897274017334
2019,2020,120.715,24.175,0.5208478502504544,0.32724183797836304
2019,2020,120.715,24.185,0.5083002353726579,0.336622416973114
2019,2020,120.715,24.195,0.5131200856089527,0.29980945587158203
2019,2020,120.715,24.205,0.4361308547265879,0.32487213611602783
2019,2020,120.725,24.085,0.7207035677664498,0.11469900608062744
2019,2020,120.725,24.095,0.7018540127814568,0.1582520604133606
2019,2020,120.725,24.105,0.6963110057261024,0.20365262031555176
2019,2020,120.725,24.115,0.7081833182005315,0.15775835514068604
2019,2020,120.725,24.125,0.7329072035980513,0.09313970804214478
2019,2020,120.725,24.135,0.6822916880790725,0.2174222469329834
2019,2020,120.725,24.145,0.6631755441887653,0.2815682888031006
2019,2020,120.725,24.155,0.5949800675247392,0.22742760181427002
2019,2020,120.725,24.165,0.5607404288464174,0.28987938165664673
2019,2020,120.725,24.175,0.556320408824392,0.24576759338378906
2019,2020,120.725,24.185,0.5492445967647936,0.27286893129348755
2019,2020,120.725,24.195,0.5121170388317222,0.26765620708465576
2019,2020,120.725,24.205,0.40043899448741704,0.33810198307037354
2019,2020,120.735,24.085,0.745258386440105,0.18196004629135132
2019,2020,120.735,24.095,0.7285073561046947,0.1989811658859253
2019,2020,120.735,24.105,0.7104415705915129,0.20528727769851685
2019,2020,120.735,24.115,0.7195669007302896,0.16011404991149902
2019,2020,120.735,24.125,0.74786863342466,0.0681760311126709
2019,2020,120.735,24.135,0.7099705530127828,0.24521738290786743
2019,2020,120.735,24.145,0.6903666202247667,0.29736244678497314
2019,2020,120.735,24.155,0.6208093054379806,0.3108147382736206
2019,2020,120.735,24.165,0.602223989640663,0.31851857900619507
2019,2020,120.735,24.175,0.6137728868577781,0.24564510583877563
2019,2020,120.735,24.185,0.628871938721102,0.25593703985214233
2019,2020,120.735,24.195,0.554239405984458,0.30031388998031616
2019,2020,120.735,24.205,0.4021518853755907,0.3171232342720032
2019,2020,120.745,24.085,0.7412030531449381,0.1941853165626526
2019,2020,120.745,24.095,0.72013001175501,0.2752389907836914
2019,2020,120.745,24.105,0.7088955588867292,0.27489376068115234
2019,2020,120.745,24.115,0.7478717974910115,0.21783429384231567
2019,2020,120.745,24.125,0.7800780871441245,0.13201427459716797
2019,2020,120.745,24.135,0.7151796037644153,0.22422868013381958
2019,2020,120.745,24.145,0.6913095537911448,0.21670299768447876
2019,2020,120.745,24.155,0.6216907218900196,0.2852783203125
2019,2020,120.745,24.165,0.6258492885409219,0.2637637257575989
2019,2020,120.745,24.175,0.6403083122181985,0.25585782527923584
2019,2020,120.745,24.185,0.6704138520889429,0.29845350980758667
2019,2020,120.745,24.195,0.6163200106890397,0.31672221422195435
2019,2020,120.745,24.205,0.47817567814195017,0.2928847074508667
2019,2020,120.755,24.085,0.7426486457399792,0.21697568893432617
2019,2020,120.755,24.095,0.7273936702803622,0.25357991456985474
2019,2020,120.755,24.105,0.7395892557426013,0.2678912878036499
2019,2020,120.755,24.115,0.7791715537032944,0.28914833068847656
2019,2020,120.755,24.125,0.8198635274491406,0.20972031354904175
2019,2020,120.755,24.135,0.7431209209156846,0.19479233026504517
2019,2020,120.755,24.145,0.6927922847162227,0.2283635139465332
2019,2020,120.755,24.155,0.6181544332129285,0.2853584289550781
2019,2020,120.755,24.165,0.637315383540076,0.3746159076690674
2019,2020,120.755,24.175,0.6747136436335132,0.2900007367134094
2019,2020,120.755,24.185,0.7137996453403338,0.38134288787841797
2019,2020,120.755,24.195,0.6802050742713821,0.30230408906936646
2019,2020,120.755,24.205,0.5653931850454296,0.2420315146446228
2020,2021,120.615,24.085,0.8824815281392299,0.056150197982788086
2020,2021,120.615,24.095,0.8808267365814879,0.038060128688812256
2020,2021,120.615,24.105,0.8787652030287835,0.0555303692817688
2020,2021,120.615,24.115,0.8782495699061067,0.04395759105682373
2020,2021,120.615,24.125,0.8862966375187732,0.04861515760421753
2020,2021,120.615,24.135,0.8823024277184464,0.08389699459075928
2020,2021,120.615,24.145,0.8700240893289164,0.04307323694229126
2020,2021,120.615,24.155,0.8583106155613363,0.05810445547103882
2020,2021,120.615,24.165,0.8575949700971172,0.031743407249450684
2020,2021,120.615,24.175,0.8660653140620382,0.027254045009613037
2020,2021,120.615,24.185,0.8415153791545558,0.030319929122924805
2020,2021,120.615,24.195,0.8362979380500692,0.07197076082229614
2020,2021,120.615,24.205,0.8339865135269066,0.07051211595535278
2020,2021,120.625,24.085,0.891512916837064,0.05976825952529907
2020,2021,120.625,24.095,0.8714265380698498,0.05797982215881348
2020,2021,120.625,24.105,0.8706384788219936,0.06899970769882202
2020,2021,120.625,24.115,0.8692916651438507,0.03932386636734009
2020,2021,120.625,24.125,0.8843356241821634,0.04067683219909668
2020,2021,120.625,24.135,0.8803943926814225,0.03589272499084473
2020,2021,120.625,24.145,0.8789883864572496,0.026511192321777344
2020,2021,120.625,24.155,0.8696639156611468,0.05344808101654053
2020,2021,120.625,24.165,0.8682710096525084,0.037968993186950684
2020,2021,120.625,24.175,0.8657010737425217,0.02905106544494629
2020,2021,120.625,24.185,0.8408852560241038,0.04525434970855713
2020,2021,120.625,24.195,0.8312563178796281,0.05652552843093872
2020,2021,120.625,24.205,0.8253493922153634,0.07204139232635498
2020,2021,120.635,24.085,0.8931851342500086,0.050110697746276855
2020,2021,120.635,24.095,0.8709462283491286,0.051709890365600586
2020,2021,120.635,24.105,0.8695266032697231,0.07535368204116821
2020,2021,120.635,24.115,0.866919031517989,0.05716937780380249
2020,2021,120.635,24.125,0.8834570311433171,0.0730668306350708
2020,2021,120.635,24.135,0.8801936043701316,0.05830591917037964
2020,2021,120.635,24.145,0.8829450260137742,0.025272369384765625
2020,2021,120.635,24.155,0.8764462521713283,0.030452370643615723
2020,2021,120.635,24.165,0.8726545454548533,0.030153751373291016
2020,2021,120.635,24.175,0.8585382019510842,0.021345674991607666
2020,2021,120.635,24.185,0.8364515500413978,0.06966763734817505
2020,2021,120.635,24.195,0.823914225384867,0.0675693154335022
2020,2021,120.635,24.205,0.8132954920970273,0.054452598094940186
2020,2021,120.645,24.085,0.8933046634926919,0.04769551753997803
2020,2021,120.645,24.095,0.8729757011280099,0.06764155626296997
2020,2021,120.645,24.105,0.8720243111900792,0.06828606128692627
2020,2021,120.645,24.115,0.8669725071735098,0.05798614025115967
2020,2021,120.645,24.125,0.8824573246266102,0.05129110813140869
