year,lon,lat,edge_density,building_coverage,texture_entropy
2018,120.735,24.145,0.0,0.0,0.0
2018,120.735,24.155,0.0,0.0,0.0
2018,120.735,24.165,0.0,0.0,0.0
2018,120.735,24.175,0.0,0.0,0.0
2018,120.735,24.185,0.0,0.0,0.0
2018,120.735,24.195,0.0,0.0,0.0
2018,120.735,24.205,0.0,0.0,0.0
2018,120.745,24.085,0.0,0.0,0.0
2018,120.745,24.095,0.0,0.0,0.0
2018,120.745,24.105,0.0,0.0,0.0
2018,120.745,24.115,0.0,0.0,0.0
2018,120.745,24.125,0.0,0.0,0.0
2018,120.745,24.135,0.0,0.0,0.0
2018,120.745,24.145,0.0,0.0,0.0
2018,120.745,24.155,0.0,0.0,0.0
2018,120.745,24.165,0.0,0.0,0.0
2018,120.745,24.175,0.0,0.0,0.0
2018,120.745,24.185,0.0,0.0,0.0
2018,120.745,24.195,0.0,0.0,0.0
2018,120.745,24.205,0.0,0.0,0.0
2018,120.755,24.085,0.0,0.0,0.0
2018,120.755,24.095,0.0,0.0,0.0
2018,120.755,24.105,0.0,0.0,0.0
2018,120.755,24.115,0.0,0.0,0.0
2018,120.755,24.125,0.0,0.0,0.0
2018,120.755,24.135,0.0,0.0,0.0
2018,120.755,24.145,0.0,0.0,0.0
2018,120.755,24.155,0.0,0.0,0.0
2018,120.755,24.165,0.0,0.0,0.0
2018,120.755,24.175,0.0,0.0,0.0
2018,120.755,24.185,0.0,0.0,0.0
2018,120.755,24.195,0.0,0.0,0.0
2018,120.755,24.205,0.0,0.0,0.0
2019,120.615,24.085,0.06765739468864469,0.1261492673992674,2.662963111088861
2019,120.615,24.095,0.06776442307692308,0.1496628891941392,2.7167157421905035
2019,120.615,24.105,0.07366014194139194,0.18191678113553114,2.8321665825313973
2019,120.615,24.115,0.06932577838827839,0.17874198717948717,2.848331755456918
2019,120.615,24.125,0.06195398351648352,0.1773168498168498,2.8326555046564175
2019,120.615,24.135,0.058784913003663,0.17375171703296705,2.8412755735305852
2019,120.615,24.145,0.07158024267399267,0.15842891483516483,2.9370742021694727
2019,120.615,24.155,0.08106055402930402,0.1614772206959707,2.9729765608866603
2019,120.615,24.165,0.08871336996336997,0.1960496794871795,3.0104977404621036
2019,120.615,24.175,0.08989010989010988,0.21793956043956045,3.0578145233510132
2019,120.615,24.185,0.0772624771062271,0.14441849816849817,3.0276354176674616
2019,120.615,24.195,0.06257898351648351,0.08460222069597069,2.922557672796897
2019,120.615,24.205,0.04974244505494505,0.08803113553113553,2.808978472536568
2019,120.625,24.085,0.07253262362637362,0.13728537087912088,2.688882088024031
2019,120.625,24.095,0.07309581043956044,0.16381181318681318,2.7622327184870636
2019,120.625,24.105,0.08432577838827839,0.19671073717948717,2.8958861765953823
2019,120.625,24.115,0.07889823717948719,0.19277930402930402,2.9225020563576916
2019,120.625,24.125,0.07453983516483516,0.19276385073260074,2.917876373601175
2019,120.625,24.135,0.07566220238095238,0.18372252747252749,2.9489718023289435
2019,120.625,24.145,0.09552369505494505,0.19254578754578755,3.0607205644398303
2019,120.625,24.155,0.10364526098901099,0.19036572802197801,3.0906993459771446
2019,120.625,24.165,0.10631810897435898,0.2084283424908425,3.089761380531445
2019,120.625,24.175,0.09822058150183151,0.19818853021978022,3.0907257423767227
2019,120.625,24.185,0.08116414835164835,0.12335279304029304,3.031666056702902
2019,120.625,24.195,0.06944196428571428,0.08698374542124541,2.977316078172568
2019,120.625,24.205,0.06476705586080586,0.09592090201465202,2.923427207462888
2019,120.635,24.085,0.06935725732600732,0.13195741758241758,2.678902316579046
2019,120.635,24.095,0.07836252289377289,0.16890625,2.786975823668333
2019,120.635,24.105,0.09499427655677656,0.20293898809523808,2.9421046401504913
2019,120.635,24.115,0.09222069597069597,0.21247195512820513,2.9803102632715444
2019,120.635,24.125,0.0903382554945055,0.21114239926739928,2.9954892690351187
2019,120.635,24.135,0.09033024267399267,0.21709363553113553,3.020363015401771
2019,120.635,24.145,0.10833447802197803,0.21046588827838827,3.135898492663108
2019,120.635,24.155,0.11615212912087912,0.2183848443223443,3.1538189836844333
2019,120.635,24.165,0.1171462912087912,0.22165636446886447,3.1449775287408235
2019,120.635,24.175,0.10573775183150183,0.21170959249084248,3.1120401786194662
2019,120.635,24.185,0.08664033882783882,0.18112694597069598,3.0406990610335383
2019,120.635,24.195,0.0771422847985348,0.14462339743589744,3.000166179659421
2019,120.635,24.205,0.07711423992673992,0.16214800824175823,2.9743747032442185
2019,120.645,24.085,0.07630494505494506,0.14573775183150184,2.7216591746054304
2019,120.645,24.095,0.09018772893772893,0.18835679945054945,2.843501367127968
2019,120.645,24.105,0.1076522435897436,0.21792525183150183,3.011676464541445
2019,120.645,24.115,0.10187042124542124,0.21822744963369964,3.0390676183242915
2019,120.645,24.125,0.09741815476190477,0.2248551968864469,3.0492805373608625
2019,120.645,24.135,0.09900526556776557,0.2362139423076923,3.0710048866051483
2019,120.645,24.145,0.1158407738095238,0.2302506868131868,3.173901151476546
2019,120.645,24.155,0.12272550366300367,0.2400955815018315,3.1867139525231916
2019,120.645,24.165,0.1243091804029304,0.2621440018315018,3.1802347255550965
2019,120.645,24.175,0.11564217032967034,0.25402529761904763,3.141930393910122
2019,120.645,24.185,0.0936195054945055,0.21010645604395603,3.0465069131943188
2019,120.645,24.195,0.08258413461538462,0.17813587454212454,2.977638853512402
2019,120.645,24.205,0.08423076923076923,0.18137591575091574,2.959471533424721
2019,120.655,24.085,0.09671130952380952,0.19439388736263735,2.827100849806937
2019,120.655,24.095,0.1085989010989011,0.2249107142857143,2.9310226950731457
2019,120.655,24.105,0.12706215659340658,0.2593996108058608,3.083219835186858
2019,120.655,24.115,0.11787431318681318,0.2524456272893773,3.1137880954340194
2019,120.655,24.125,0.11482657967032966,0.24829956501831502,3.144319836488815
2019,120.655,24.135,0.1149536401098901,0.2462540064102564,3.1700141227001413
2019,120.655,24.145,0.12855139652014652,0.24072744963369963,3.248982199071627
2019,120.655,24.155,0.1345106456043956,0.2636527014652015,3.250607907540018
2019,120.655,24.165,0.13233230311355312,0.2788741987179487,3.2253674989504386
2019,120.655,24.175,0.11707417582417583,0.2634037316849817,3.163197617101318
2019,120.655,24.185,0.09185210622710623,0.22354624542124543,3.051831130988236
2019,120.655,24.195,0.08547962454212454,0.1788764880952381,2.983332312341976
2019,120.655,24.205,0.09517342032967033,0.18795043498168498,2.968652895493267
2019,120.665,24.085,0.10718005952380952,0.21552140567765568,2.885732113279867
2019,120.665,24.095,0.11833047161172161,0.2500732600732601,2.9715240781890264
2019,120.665,24.105,0.1336481227106227,0.2708070054945055,3.09750583317215
2019,120.665,24.115,0.12579097985347987,0.27021749084249086,3.142585231427714
2019,120.665,24.125,0.1260691391941392,0.2752815934065934,3.193143779918189
2019,120.665,24.135,0.1277272206959707,0.2731845238095238,3.220723106786098
2019,120.665,24.145,0.1374524954212454,0.2664978250915751,3.2774053880734213
2019,120.665,24.155,0.14488553113553113,0.2779263965201465,3.28714253994685
2019,120.665,24.165,0.14764365842490842,0.2922132554945055,3.2839182531888813
2019,120.665,24.175,0.1304017857142857,0.2726024496336996,3.222402431594282
2019,120.665,24.185,0.09866586538461539,0.23580414377289377,3.0923838648737987
2019,120.665,24.195,0.08370650183150183,0.17903331043956044,2.9870786600992996
2019,120.665,24.205,0.09781879578754579,0.19028044871794872,2.9756762141668904
2019,120.675,24.085,0.11463541666666667,0.24379979395604395,2.940489479886249
2019,120.675,24.095,0.12795100732600734,0.2779470009157509,3.0238224754625835
2019,120.675,24.105,0.137222413003663,0.2939268543956044,3.1122708695049535
2019,120.675,24.115,0.12884329212454212,0.2922996794871795,3.149822546616719
2019,120.675,24.125,0.1297195512820513,0.2934684065934066,3.195660274527313
2019,120.675,24.135,0.1344305173992674,0.28695913461538464,3.23313525429824
2019,120.675,24.145,0.14305288461538462,0.2793709935897436,3.2759627230799104
2019,120.675,24.155,0.15349358974358973,0.3006793727106227,3.2920921246429318
2019,120.675,24.165,0.15318624084249086,0.3082720924908425,3.283517074803827
2019,120.675,24.175,0.13216746794871795,0.29180460164835165,3.218974986974318
2019,120.675,24.185,0.10211710164835165,0.24630895146520146,3.1080360777607243
2019,120.675,24.195,0.08798878205128205,0.18553228021978022,3.0075335144235136
2019,120.675,24.205,0.10401556776556777,0.19684065934065934,3.0040912165951053
2019,120.685,24.085,0.12205700549450549,0.26026270604395607,3.000352083074771
2019,120.685,24.095,0.13652071886446887,0.30045902014652015,3.0776152607450906
2019,120.685,24.105,0.14311069139194138,0.2997367216117216,3.1387785516836906
2019,120.685,24.115,0.1406032509157509,0.31184065934065935,3.1895158406764144
2019,120.685,24.125,0.1398912545787546,0.30472699175824175,3.2217447793041205
2019,120.685,24.135,0.1431959706959707,0.29617845695970696,3.2572902208331715
2019,120.685,24.145,0.14375972985347985,0.2966283195970696,3.2699924700807843
2019,120.685,24.155,0.15281936813186814,0.2997361492673993,3.2860013392636014
2019,120.685,24.165,0.1503165064102564,0.2982137133699634,3.2731912047605687
2019,120.685,24.175,0.12484260531135531,0.27998626373626373,3.1988573523288535
2019,120.685,24.185,0.09561240842490842,0.25560496794871795,3.0872100367353825
2019,120.685,24.195,0.08503205128205128,0.19359603937728936,2.997535501929903
2019,120.685,24.205,0.10234718406593407,0.20577896062271062,2.99689590138292
2019,120.695,24.085,0.12402129120879121,0.2611721611721612,3.0359356928202597
2019,120.695,24.095,0.14237980769230768,0.30294070512820515,3.1209410478750637
2019,120.695,24.105,0.14787717490842492,0.3131524725274725,3.1651150099822734
2019,120.695,24.115,0.14885244963369965,0.331545902014652,3.2066355639768376
2019,120.695,24.125,0.14555173992673992,0.31546817765567764,3.219531819564784
2019,120.695,24.135,0.1500526556776557,0.3091077152014652,3.2592841876584515
2019,120.695,24.145,0.14416437728937728,0.28769574175824175,3.2628159026295185
2019,120.695,24.155,0.14551453754578755,0.2845902014652015,3.265061030328227
2019,120.695,24.165,0.14430689102564104,0.2880128205128205,3.2609860490134133
2019,120.695,24.175,0.12278044871794871,0.27150125915750917,3.193327007797505
2019,120.695,24.185,0.09732371794871796,0.2404956501831502,3.086665414712459
2019,120.695,24.195,0.08422218406593407,0.192014652014652,2.988172879205429
2019,120.695,24.205,0.09643887362637363,0.1967548076923077,2.9776775635803
2019,120.705,24.085,0.11926568223443224,0.2620558608058608,3.0409693015395938
2019,120.705,24.095,0.13789320054945056,0.3077106227106227,3.1244085930562933
2019,120.705,24.105,0.14350446428571428,0.31567307692307695,3.1574111437909305
2019,120.705,24.115,0.1467548076923077,0.33896119505494504,3.191380474113035
2019,120.705,24.125,0.1431055402930403,0.3173580586080586,3.1911141172107467
2019,120.705,24.135,0.14941964285714285,0.317117673992674,3.2337825940276885
2019,120.705,24.145,0.14308951465201467,0.29724759615384616,3.2402944076074665
2019,120.705,24.155,0.1403937728937729,0.2840521978021978,3.246152528474434
2019,120.705,24.165,0.13402415293040293,0.26989869505494507,3.232580013135112
2019,120.705,24.175,0.10645604395604395,0.2574084249084249,3.1286723140096635
2019,120.705,24.185,0.08562442765567765,0.23470238095238094,3.0207156691125867
2019,120.705,24.195,0.07471497252747253,0.18888679029304029,2.930783974286442
2019,120.705,24.205,0.0893000228937729,0.20034455128205128,2.93392154533441
2019,120.715,24.085,0.10131181318681319,0.2400286172161172,2.960016138257209
2019,120.715,24.095,0.11621794871794872,0.2829698946886447,3.014062383163604
2019,120.715,24.105,0.11929945054945056,0.2874908424908425,3.0287626738211877
2019,120.715,24.115,0.12620192307692307,0.31732429029304027,3.0703253278307687
2019,120.715,24.125,0.1267227564102564,0.30702552655677656,3.0884031978558344
2019,120.715,24.135,0.1321371336996337,0.31196314102564104,3.1266596862029092
2019,120.715,24.145,0.12917410714285715,0.30061870421245424,3.1463153788487763
2019,120.715,24.155,0.12290579212454213,0.27997710622710625,3.148918619023097
2019,120.715,24.165,0.11714915293040293,0.26147607600732603,3.144059806865636
2019,120.715,24.175,0.09179143772893773,0.22447630494505494,3.0366286482001024
2019,120.715,24.185,0.0765264423076923,0.2194757326007326,2.950111935847139
2019,120.715,24.195,0.06466059981684982,0.17825721153846155,2.8598665402084538
2019,120.715,24.205,0.07497195512820513,0.19098099816849817,2.8616981689866843
2019,120.725,24.085,0.08063988095238095,0.20347355769230768,2.857722490997999
2019,120.725,24.095,0.09216575091575091,0.2410136217948718,2.890262390150122
2019,120.725,24.105,0.09405277014652015,0.23913576007326007,2.89260151671156
2019,120.725,24.115,0.10273065476190477,0.27162660256410254,2.941321531405485
2019,120.725,24.125,0.10622996794871795,0.2655929487179487,2.9637344789519076
2019,120.725,24.135,0.11425080128205128,0.29184180402930404,2.996705128991056
2019,120.725,24.145,0.10976076007326008,0.28251087454212453,2.993979750554338
2019,120.725,24.155,0.1005797847985348,0.2696668956043956,3.011822138117086
2019,120.725,24.165,0.0922533195970696,0.24434352106227106,3.023606013508538
2019,120.725,24.175,0.07042811355311356,0.20716746794871796,2.9373656108575035
2019,120.725,24.185,0.06320169413919415,0.19109546703296704,2.872883867216483
2019,120.725,24.195,0.05572973901098901,0.1772184065934066,2.800432428740384
2019,120.725,24.205,0.062457074175824176,0.17765281593406593,2.8026732334301956
2019,120.735,24.085,0.05458619505494505,0.1368080357142857,2.724854000965614
2019,120.735,24.095,0.06470123626373626,0.1679378434065934,2.75608903607755
2019,120.735,24.105,0.07376201923076924,0.1850040064102564,2.7906504439478685
2019,120.735,24.115,0.08624656593406593,0.2274547847985348,2.857741302706145
2019,120.735,24.125,0.08977449633699634,0.2346760531135531,2.861470636569078
2019,120.735,24.135,0.09352048992673993,0.24809123168498168,2.8610930662778418
2019,120.735,24.145,0.08826980311355312,0.2480008012820513,2.8602336436585363
2019,120.735,24.155,0.07812843406593406,0.22194139194139195,2.9016102297217286
2019,120.735,24.165,0.07036458333333333,0.207952152014652,2.931066849491836
2019,120.735,24.175,0.050132211538461535,0.1793956043956044,2.8444247401587806
2019,120.735,24.185,0.04266426282051282,0.16408367673992674,2.7731303494798225
2019,120.735,24.195,0.03673019688644689,0.1415327380952381,2.704570270907132
2019,120.735,24.205,0.04206959706959707,0.14100103021978022,2.7030352781670257
2019,120.745,24.085,0.03050309065934066,0.07780677655677656,2.5933438837415816
2019,120.745,24.095,0.0422378663003663,0.1081999771062271,2.6303234416534216
2019,120.745,24.105,0.052447344322344325,0.13136675824175825,2.669988335904657
2019,120.745,24.115,0.06360176282051282,0.16524439102564104,2.728319970667328
2019,120.745,24.125,0.06529990842490843,0.17429716117216118,2.7193285238278073
2019,120.745,24.135,0.06828468406593406,0.1892782738095238,2.7259546112004616
2019,120.745,24.145,0.06360119047619048,0.18407967032967032,2.728266210696495
2019,120.745,24.155,0.05628319597069597,0.17558150183150184,2.7822532079734312
2019,120.745,24.165,0.05246508699633699,0.17723958333333334,2.8381587875564853
2019,120.745,24.175,0.039919871794871796,0.15041609432234432,2.7720447388199547
2019,120.745,24.185,0.035245535714285715,0.1398643543956044,2.7184562049016083
2019,120.745,24.195,0.025200892857142856,0.09709020146520146,2.628611652801032
2019,120.745,24.205,0.02889709249084249,0.06133985805860806,2.6286169847197276
2019,120.755,24.085,0.012657967032967033,0.06427999084249084,2.4768437554275953
2019,120.755,24.095,0.019633699633699635,0.07351304945054946,2.5029992574791113
2019,120.755,24.105,0.026920787545787545,0.08822516025641025,2.531699659606161
2019,120.755,24.115,0.036405677655677655,0.10425080128205128,2.5850627878164008
2019,120.755,24.125,0.03786057692307692,0.10231570512820513,2.5664782041757044
2019,120.755,24.135,0.03923019688644688,0.10799793956043956,2.5719938694107394
2019,120.755,24.145,0.03850904304029304,0.11254178113553114,2.583305018161876
2019,120.755,24.155,0.03436011904761905,0.1198128434065934,2.651555983861962
2019,120.755,24.165,0.03300080128205128,0.13178914835164834,2.717643764277406
2019,120.755,24.175,0.022235004578754578,0.144808836996337,2.6688432233355166
2019,120.755,24.185,0.02020260989010989,0.11859317765567766,2.632113950447627
2019,120.755,24.195,0.014070512820512821,0.07346153846153847,2.5541772243212977
2019,120.755,24.205,0.026156707875457874,0.031438873626373626,2.5882042078346683
2020,120.615,24.085,0.07067193223443223,0.15887076465201466,2.747638578495282
2020,120.615,24.095,0.07103651556776557,0.1849599358974359,2.7956027812763553
2020,120.615,24.105,0.08010702838827839,0.2140367445054945,2.918860626069412
2020,120.615,24.115,0.08070913461538462,0.22472985347985347,2.95092782795505
2020,120.615,24.125,0.08305860805860805,0.2242313415750916,2.9547429727133565
2020,120.615,24.135,0.08777071886446887,0.21470467032967033,2.9874546752382556
2020,120.615,24.145,0.1061338141025641,0.19869162087912087,3.0931554596857076
2020,120.615,24.155,0.11974416208791208,0.19164663461538461,3.1210035302886188
2020,120.615,24.165,0.13965602106227107,0.2056753663003663,3.163185378202172
2020,120.615,24.175,0.15314102564102564,0.22932005494505495,3.207545219496278
2020,120.615,24.185,0.13411114926739925,0.2137625915750916,3.1798404544018415
2020,120.615,24.195,0.10559752747252747,0.2192198946886447,3.090539622617089
2020,120.615,24.205,0.07876087454212455,0.17784054487179488,2.996308818516085
2020,120.625,24.085,0.07756410256410257,0.17,2.7708970595236404
2020,120.625,24.095,0.0770621565934066,0.19603766025641026,2.830706295175201
2020,120.625,24.105,0.09148809523809524,0.22133070054945056,2.9665489361788753
2020,120.625,24.115,0.09180803571428571,0.22715029761904762,3.0081588101706256
2020,120.625,24.125,0.09982371794871794,0.22198145604395605,3.0273675394350446
2020,120.625,24.135,0.11039148351648352,0.21582303113553114,3.07542175888787
2020,120.625,24.145,0.1376007326007326,0.2288415750915751,3.1853740191716136
2020,120.625,24.155,0.14866185897435896,0.2185342261904762,3.219972810765392
2020,120.625,24.165,0.15530048076923078,0.23010473901098902,3.2280857130551732
2020,120.625,24.175,0.15119047619047618,0.23152186355311355,3.232585197408332
2020,120.625,24.185,0.12521863553113552,0.2192834249084249,3.169345273732313
2020,120.625,24.195,0.10677369505494505,0.20875343406593408,3.1210703145722065
2020,120.625,24.205,0.09722126831501832,0.20527815934065935,3.0843978880989
2020,120.635,24.085,0.07587454212454213,0.16419242216117216,2.7605431607007396
2020,120.635,24.095,0.08375744047619048,0.19985519688644687,2.8468378107809995
2020,120.635,24.105,0.10448202838827839,0.23586481227106226,2.9995128663715085
2020,120.635,24.115,0.1081404532967033,0.24101076007326008,3.059447770219924
2020,120.635,24.125,0.12039835164835165,0.24057062728937728,3.103911316067036
2020,120.635,24.135,0.12835279304029304,0.2447092490842491,3.140430351914177
2020,120.635,24.145,0.1526407967032967,0.25160599816849816,3.249012817770241
2020,120.635,24.155,0.16254979395604396,0.24968864468864468,3.2743500337299163
2020,120.635,24.165,0.1665407509157509,0.258646978021978,3.273848618379759
2020,120.635,24.175,0.1552890338827839,0.24821829212454213,3.2523866988303842
2020,120.635,24.185,0.13104567307692308,0.24176854395604397,3.1912406717121526
2020,120.635,24.195,0.11821771978021978,0.2226900183150183,3.1575449673662255
2020,120.635,24.205,0.11858402014652014,0.22878949175824176,3.1456585238616066
2020,120.645,24.085,0.08422676282051282,0.1820364010989011,2.801581764526719
2020,120.645,24.095,0.09735119047619048,0.2161429716117216,2.9065248357265836
2020,120.645,24.105,0.12239697802197802,0.24917525183150183,3.0731584336898186
2020,120.645,24.115,0.12423878205128205,0.2539543269230769,3.126233402524351
2020,120.645,24.125,0.1324559294871795,0.2497544642857143,3.1620020907593545
2020,120.645,24.135,0.13833905677655678,0.2550801282051282,3.185652954000985
2020,120.645,24.145,0.15993761446886448,0.2697710622710623,3.2764077637520783
2020,120.645,24.155,0.16880723443223444,0.28006124084249084,3.2967408398405906
2020,120.645,24.165,0.1738043727106227,0.28894974816849817,3.296816842940989
2020,120.645,24.175,0.16393143315018316,0.2787877747252747,3.2676970795211027
2020,120.645,24.185,0.13511961996336996,0.2539858058608059,3.1838781007149484
2020,120.645,24.195,0.12019345238095239,0.21483115842490844,3.1334337750150296
2020,120.645,24.205,0.1250492216117216,0.22308779761904762,3.134684000325816
2020,120.655,24.085,0.10399210164835165,0.22016311813186812,2.8930855006697
2020,120.655,24.095,0.11738724816849817,0.25778445512820514,2.992459831230621
2020,120.655,24.105,0.1449330357142857,0.29677770146520144,3.144667437933326
2020,120.655,24.115,0.14472928113553113,0.28498912545787547,3.1978005875973157
2020,120.655,24.125,0.15430116758241758,0.2780677655677656,3.2478258088782415
