year,lon,lat,edge_density,building_coverage,texture_entropy,ssim,resnet_cosine_dist,building_count,building_area_mean,amenity_count,shop_count,leisure_count,poi_diversity,road_length_total,d_edge_density,d_building_coverage,d_texture_entropy,d_building_count,d_building_area_mean,d_amenity_count,d_shop_count,d_leisure_count,d_poi_diversity,d_road_length_total
2025,120.685,24.125,0.2326104624542124,0.3407617902930402,3.3714524576336515,0.6154914011730686,0.1208643317222595,198,459.8702630100575,3,0,1,0.8112781244591328,0.0,0.006664949633699596,0.003553113553113496,0.0022671451654221464,0.0,0.048046463666139516,0.0,0.0,0.0,0.0,0.0
2018,120.685,24.135,0.0,0.0,0.0,,,99,650.0459801688378,22,12,0,0.9366673818775626,0.0,,,,,,,,,,
2019,120.685,24.135,0.1431959706959707,0.2961784569597069,3.2572902208331715,0.0021375700983714,0.7842695116996765,152,642.4053051056226,32,12,0,0.8453509366224364,0.0,0.1431959706959707,0.2961784569597069,3.2572902208331715,53.0,-7.6406750632152125,10.0,0.0,0.0,-0.09131644525512617,0.0
2020,120.685,24.135,0.1870518543956044,0.3250978708791209,3.344504821946617,0.6796851136578611,0.0649963617324829,162,587.3221046177972,36,13,0,0.8346482851813828,0.0,0.043855883699633696,0.028919413919413994,0.08721460111344559,10.0,-55.083200487825366,4.0,1.0,0.0,-0.010702651441053646,0.0
2021,120.685,24.135,0.2126116071428571,0.3273036858974359,3.3823656299965283,0.892086320436601,0.0241172909736633,222,522.9903200499664,36,15,0,0.8739810481273578,0.0,0.025559752747252695,0.002205815018315016,0.03786080804991121,60.0,-64.33178456783082,0.0,2.0,0.0,0.039332762945974986,0.0
2022,120.685,24.135,0.0,0.0,0.0,0.0011552853966452,0.7972621917724609,245,515.0607951077558,37,15,0,0.866725613094959,0.0,-0.2126116071428571,-0.3273036858974359,-3.3823656299965283,23.0,-7.929524942210605,1.0,0.0,0.0,-0.007255435032398783,0.0
2023,120.685,24.135,0.2399370421245421,0.3332263049450549,3.4120226572259997,0.0024551568659927,0.7866440415382385,294,454.1345142314712,31,15,0,0.9108783787500366,0.0,0.2399370421245421,0.3332263049450549,3.4120226572259997,49.0,-60.92628087628458,-6.0,0.0,0.0,0.04415276565507764,0.0
2024,120.685,24.135,0.2355906593406593,0.3285668498168498,3.3987682219444824,0.4459291049220065,0.0278152823448181,299,456.352093817643,33,14,0,0.8786744932173093,0.0,-0.004346382783882802,-0.004659455128205092,-0.013254435281517374,5.0,2.21757958617178,2.0,-1.0,0.0,-0.03220388553272735,0.0
2025,120.685,24.135,0.2345472756410256,0.3271033653846154,3.3887845333091997,0.5870860446548879,0.2673882246017456,309,494.6879939646552,31,13,0,0.8756633923230397,0.0,-0.0010433836996336932,-0.0014634844322344298,-0.00998368863528265,10.0,38.33590014701224,-2.0,-1.0,0.0,-0.0030111008942695916,0.0
2018,120.685,24.145,0.0,0.0,0.0,,,41,999.4648572497304,11,2,1,0.946372935985442,0.0,,,,,,,,,,
2019,120.685,24.145,0.1437597298534798,0.2966283195970696,3.2699924700807843,0.0019616834809458,0.7902288436889648,73,818.5637779830458,16,3,1,0.8841837197791889,0.0,0.1437597298534798,0.2966283195970696,3.2699924700807843,32.0,-180.90107926668452,5.0,1.0,0.0,-0.06218921620625317,0.0
2020,120.685,24.145,0.1907955586080586,0.3108516483516483,3.361359917261359,0.6735129324286415,0.0435923337936401,78,813.7908511043058,16,3,1,0.8841837197791889,0.0,0.04703582875457882,0.014223328754578712,0.09136744718057477,5.0,-4.772926878740009,0.0,0.0,0.0,0.0,0.0
2021,120.685,24.145,0.2188020833333333,0.3243120421245421,3.397915547262229,0.8909445159863725,0.0100091695785522,109,786.5196276925088,16,3,1,0.8841837197791889,0.0,0.028006524725274706,0.01346039377289382,0.03655563000087003,31.0,-27.271223411796996,0.0,0.0,0.0,0.0,0.0
2022,120.685,24.145,0.0,0.0,0.0,0.0010026208315424,0.7807623147964478,116,825.8818948152441,16,3,1,0.8841837197791889,0.0,-0.2188020833333333,-0.3243120421245421,-3.397915547262229,7.0,39.36226712273526,0.0,0.0,0.0,0.0,0.0
2023,120.685,24.145,0.2479733287545787,0.3247985347985348,3.4266929008290785,0.0014934594080359,0.7661812901496887,146,699.9996760123084,16,3,1,0.8841837197791889,0.0,0.2479733287545787,0.3247985347985348,3.4266929008290785,30.0,-125.88221880293565,0.0,0.0,0.0,0.0,0.0
2024,120.685,24.145,0.2398717948717948,0.3234821428571429,3.4122452993796366,0.4409006556650817,0.0240991115570068,152,686.6175167017788,16,3,1,0.8841837197791889,0.0,-0.008101533882783896,-0.0013163919413919367,-0.014447601449441905,6.0,-13.382159310529687,0.0,0.0,0.0,0.0,0.0
2025,120.685,24.145,0.2308848443223443,0.3071491529304029,3.392772960930301,0.5589943610888696,0.2289184927940368,182,667.7101326098352,17,3,1,0.8569957178540346,0.0,-0.008986950549450506,-0.016332989926739983,-0.019472338449335602,30.0,-18.907384091943527,1.0,0.0,0.0,-0.027188001925154248,0.0
2018,120.685,24.155,0.0,0.0,0.0,,,52,1303.9019473856822,13,4,0,0.7871265862012691,0.0,,,,,,,,,,
2019,120.685,24.155,0.1528193681318681,0.2997361492673993,3.2860013392636014,0.0018095583890097,0.7472354173660278,51,1773.6891498803247,13,4,0,0.7871265862012691,0.0,0.1528193681318681,0.2997361492673993,3.2860013392636014,-1.0,469.78720249464254,0.0,0.0,0.0,0.0,0.0
2020,120.685,24.155,0.2012505723443223,0.3192965888278388,3.374694565725256,0.6622608785275976,0.0317037105560302,70,1282.0131215220426,16,4,1,0.9637459942073318,0.0,0.0484312042124542,0.019560439560439513,0.08869322646165445,19.0,-491.6760283582821,3.0,0.0,1.0,0.17661940800606268,0.0
2021,120.685,24.155,0.2291185897435897,0.3323506181318681,3.4119586964766926,0.8937251368445004,0.0112031698226928,94,1093.5074033368664,17,4,1,0.9373012413074896,0.0,0.027868017399267392,0.013054029304029324,0.03726413075143675,24.0,-188.5057181851762,1.0,0.0,0.0,-0.02644475289984216,0.0
2022,120.685,24.155,0.0,0.0,0.0,0.0008968336134061,0.7751410603523254,126,975.005863722874,17,4,1,0.9373012413074896,121.3527858124196,-0.2291185897435897,-0.3323506181318681,-3.4119586964766926,32.0,-118.50153961399246,0.0,0.0,0.0,0.0,121.3527858124196
2023,120.685,24.155,0.2535393772893773,0.328385989010989,3.433632174584711,0.001285968123585,0.7672793865203857,355,390.83318297676414,17,4,1,0.9373012413074896,0.0,0.2535393772893773,0.328385989010989,3.433632174584711,229.0,-584.1726807461098,0.0,0.0,0.0,0.0,-121.3527858124196
2024,120.685,24.155,0.2441918498168498,0.3262843406593406,3.4168853083205444,0.426693971223795,0.0181151628494262,463,321.9518281283975,18,4,1,0.9123163027543336,0.0,-0.009347527472527511,-0.0021016483516483886,-0.01674686626416655,108.0,-68.88135484836664,1.0,0.0,0.0,-0.024984938553155978,0.0
2025,120.685,24.155,0.2279819139194139,0.3149072802197802,3.397251273348933,0.5392885908602534,0.30699223279953,466,297.6518422562331,19,3,1,0.8076702057269436,0.0,-0.016209935897435912,-0.011377060439560382,-0.019634034971611314,3.0,-24.29998587216437,1.0,-1.0,0.0,-0.10464609702739003,0.0
2018,120.685,24.165,0.0,0.0,0.0,,,23,674.3709088628101,10,5,1,1.198192411043098,0.0,,,,,,,,,,
2019,120.685,24.165,0.1503165064102564,0.2982137133699634,3.2731912047605687,0.001792762172111,0.7307708263397217,33,1274.697977544673,12,6,1,1.167436723286701,0.0,0.1503165064102564,0.2982137133699634,3.2731912047605687,10.0,600.3270686818629,2.0,1.0,0.0,-0.030755687756397032,0.0
2020,120.685,24.165,0.1862631639194139,0.198143315018315,3.334051894876483,0.626848614592185,0.1225690245628357,39,1157.7660919441166,17,6,1,1.0434356963218767,0.0,0.03594665750915749,-0.10007039835164838,0.06086069011591411,6.0,-116.93188560055637,5.0,0.0,0.0,-0.12400102696482418,0.0
2021,120.685,24.165,0.2275206043956044,0.3195701694139194,3.4052423224711843,0.839398923023722,0.1054860353469848,47,816.3910711675636,18,6,1,1.0211191885631823,0.0,0.04125744047619051,0.12142685439560441,0.07119042759470151,8.0,-341.375020776553,1.0,0.0,0.0,-0.022316507758694426,0.0
2022,120.685,24.165,0.0,0.0,0.0,0.0008747637665988,0.7596601247787476,116,571.1125331541259,17,6,1,1.0434356963218767,0.0,-0.2275206043956044,-0.3195701694139194,-3.4052423224711843,69.0,-245.2785380134377,-1.0,0.0,0.0,0.022316507758694426,0.0
2023,120.685,24.165,0.2523826694139194,0.327584706959707,3.4264040860813245,0.0012551311569807,0.7503167390823364,617,183.23585267095908,16,6,0,0.8453509366224364,0.0,0.2523826694139194,0.327584706959707,3.4264040860813245,501.0,-387.87668048316687,-1.0,0.0,-1.0,-0.19808475969944028,0.0
2024,120.685,24.165,0.2409334935897435,0.3223683608058608,3.4085213899941387,0.424938832930577,0.0154706239700317,1397,131.43581991085875,14,8,0,0.94566030460064,0.0,-0.0114491758241759,-0.005216346153846196,-0.017882696087185845,780.0,-51.80003276010032,-2.0,2.0,0.0,0.10030936797820356,0.0
2025,120.685,24.165,0.2300606684981685,0.3247727793040293,3.399259344937928,0.5451101729937854,0.2563077807426452,1398,130.6767580423558,15,8,0,0.9321115676166748,0.0,-0.010872825091575,0.0024044184981685257,-0.009262045056210866,1.0,-0.759061868502954,1.0,0.0,0.0,-0.013548736983965193,0.0
2018,120.685,24.175,0.0,0.0,0.0,,,26,1385.6277834634448,4,2,0,0.9182958340544896,0.0,,,,,,,,,,
2019,120.685,24.175,0.1248426053113553,0.2799862637362637,3.198857352328853,0.0020942879188676,0.7702629566192627,66,1643.146056053651,11,3,0,0.74959525725948,0.0,0.1248426053113553,0.2799862637362637,3.198857352328853,40.0,257.51827259020615,7.0,1.0,0.0,-0.1687005767950096,0.0
2020,120.685,24.175,0.1467651098901098,0.1351848672161172,3.2473065451959062,0.6050107808514754,0.1715450286865234,90,1164.7081960408004,23,4,1,0.8058576010107721,0.0,0.021922504578754498,-0.14480139652014648,0.04844919286705318,24.0,-478.4378600128505,12.0,1.0,1.0,0.05626234375129213,0.0
2021,120.685,24.175,0.1968664148351648,0.2910370879120879,3.349917617989832,0.771278913092441,0.1622878909111023,126,937.445201482619,33,5,2,0.8200619345557181,0.0,0.05010130494505499,0.15585222069597068,0.10261107279392556,36.0,-227.2629945581814,10.0,1.0,1.0,0.01420433354494599,0.0
2022,120.685,24.175,0.0,0.0,0.0,0.0010470289170937,0.8038065433502197,420,446.606446074033,31,6,1,0.7981943390667415,0.0,-0.1968664148351648,-0.2910370879120879,-3.349917617989832,294.0,-490.83875540858605,-2.0,1.0,-1.0,-0.021867595488976543,0.0
2023,120.685,24.175,0.2215848214285714,0.3001453754578754,3.384353685499448,0.0016057473956078,0.7998495697975159,1464,182.96424789066376,36,11,1,0.9147323370350412,0.0,0.2215848214285714,0.3001453754578754,3.384353685499448,1044.0,-263.64219818336926,5.0,5.0,0.0,0.11653799796829967,0.0
2024,120.685,24.175,0.2154069368131868,0.3047046703296703,3.363980743166395,0.4373002827219194,0.0162226557731628,1722,165.77409964274705,31,13,1,1.009946386155734,0.0,-0.006177884615384599,0.0045592948717949056,-0.02037294233305298,258.0,-17.19014824791671,-5.0,2.0,0.0,0.09521404912069287,0.0
2025,120.685,24.175,0.2127232142857142,0.3196199633699633,3.367866676650588,0.563439880641983,0.2681447863578796,1750,166.93501553973013,31,13,1,1.009946386155734,0.0,-0.002683722527472593,0.014915293040292987,0.0038859334841929716,28.0,1.1609158969830844,0.0,0.0,0.0,0.0,0.0
2018,120.685,24.185,0.0,0.0,0.0,,,13,1485.7377051334754,11,1,0,0.4138168503036337,0.0,,,,,,,,,,
2019,120.685,24.185,0.0956124084249084,0.2556049679487179,3.0872100367353825,0.002557321980728,0.7846772074699402,15,1436.1601426354507,11,2,0,0.6193821946787638,0.0,0.0956124084249084,0.2556049679487179,3.0872100367353825,2.0,-49.57756249802469,0.0,1.0,0.0,0.20556534437513008,0.0
2020,120.685,24.185,0.0982984203296703,0.1727432463369963,3.1056118531151844,0.5569253027605068,0.2524737119674682,24,1130.706284445051,20,2,0,0.4394969869215134,0.0,0.0026860119047619063,-0.08286172161172159,0.018401816379801872,9.0,-305.4538581903996,9.0,0.0,0.0,-0.17988520775725036,0.0
2021,120.685,24.185,0.1608505036630036,0.2572372939560439,3.272170570300971,0.6568128765578988,0.2207689881324768,27,1074.4264395835146,22,2,0,0.4138168503036337,0.0,0.0625520833333333,0.08449404761904758,0.16655871718578652,3.0,-56.2798448615365,2.0,0.0,0.0,-0.025680136617879712,0.0
2022,120.685,24.185,0.0,0.0,0.0,0.0013764737138222,0.8053039908409119,110,636.1369307716969,24,3,0,0.5032583347756457,0.0,-0.1608505036630036,-0.2572372939560439,-3.272170570300971,83.0,-438.28950881181765,2.0,1.0,0.0,0.08944148447201206,0.0
2023,120.685,24.185,0.1889022435897435,0.261058836996337,3.3340991541773524,0.002191008147407,0.7955783009529114,125,590.8078737362765,23,3,0,0.5159469300074474,0.0,0.1889022435897435,0.261058836996337,3.3340991541773524,15.0,-45.32905703542042,-1.0,0.0,0.0,0.012688595231801658,0.0
2024,120.685,24.185,0.1870713141025641,0.2709546703296703,3.3071527882543297,0.4606566665081764,0.0458136200904846,135,617.609760686916,24,3,0,0.5032583347756457,0.0,-0.001830929487179389,0.009895833333333326,-0.026946365923022686,10.0,26.801886950639528,1.0,0.0,0.0,-0.012688595231801658,0.0
2025,120.685,24.185,0.2007142857142857,0.2966735347985348,3.330919956529642,0.5965508917991922,0.1468934416770935,137,613.7946378069212,23,3,0,0.5159469300074474,0.0,0.013642971611721594,0.02571886446886451,0.023767168275312223,2.0,-3.815122879994874,-1.0,0.0,0.0,0.012688595231801658,0.0
2018,120.685,24.195,0.0,0.0,0.0,,,9,2808.0141835937707,5,0,0,-0.0,0.0,,,,,,,,,,
2019,120.685,24.195,0.0850320512820512,0.1935960393772893,2.997535501929903,0.0029591428307041,0.7552201747894287,10,4102.304163699616,5,0,0,-0.0,0.0,0.0850320512820512,0.1935960393772893,2.997535501929903,1.0,1294.2899801058452,0.0,0.0,0.0,0.0,0.0
2020,120.685,24.195,0.081235119047619,0.1895306776556776,3.0270909846955343,0.5737857246473593,0.1884852647781372,13,4285.6382181256295,7,0,0,-0.0,0.0,-0.0037969322344321987,-0.004065361721611704,0.029555482765631247,3.0,183.3340544260136,2.0,0.0,0.0,0.0,0.0
2021,120.685,24.195,0.1416151556776556,0.2041163003663003,3.228092859470397,0.6113932629164323,0.2166599631309509,16,3573.4691901556357,8,0,0,-0.0,0.0,0.06038003663003659,0.014585622710622692,0.20100187477486253,3.0,-712.1690279699937,1.0,0.0,0.0,0.0,0.0
2022,120.685,24.195,0.0,0.0,0.0,0.0015702849815836,0.7761836647987366,280,321.38795749614246,8,0,0,-0.0,0.0,-0.1416151556776556,-0.2041163003663003,-3.228092859470397,264.0,-3252.0812326594933,0.0,0.0,0.0,0.0,0.0
2023,120.685,24.195,0.1614480311355311,0.2228869047619047,3.287122996522479,0.0036423906054044,0.782714307308197,280,321.38795749614246,9,0,0,-0.0,0.0,0.1614480311355311,0.2228869047619047,3.287122996522479,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024,120.685,24.195,0.1642542353479853,0.2299925595238095,3.244536249701816,0.4727420663657675,0.19191974401474,280,321.3879574961425,9,0,0,-0.0,0.0,0.0028062042124541997,0.007105654761904806,-0.04258674682066266,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0
2025,120.685,24.195,0.1820570054945054,0.2651573946886447,3.2671325314103794,0.6196100471884235,0.0944567322731018,289,394.96614840826726,11,0,0,-0.0,0.0,0.017802770146520097,0.03516483516483518,0.022596281708563204,9.0,73.57819091212474,2.0,0.0,0.0,0.0,0.0
2018,120.685,24.205,0.0,0.0,0.0,,,0,0.0,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.685,24.205,0.102347184065934,0.2057789606227106,2.99689590138292,0.0028713286924499,0.7720470428466797,1,15750.913984652228,0,0,0,0.0,0.0,0.102347184065934,0.2057789606227106,2.99689590138292,1.0,15750.913984652228,0.0,0.0,0.0,0.0,0.0
2020,120.685,24.205,0.0908802655677655,0.2294986263736263,2.948436777671927,0.5653728981025641,0.2380735874176025,1,15750.913984652228,0,0,0,0.0,0.0,-0.011466918498168499,0.02371966575091572,-0.04845912371099326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,120.685,24.205,0.1604544413919414,0.2017290521978022,3.2546063623375816,0.5621994600011897,0.2630611062049866,1,15750.913984652228,0,0,0,0.0,0.0,0.0695741758241759,-0.027769574175824097,0.3061695846656547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,120.685,24.205,0.0,0.0,0.0,0.0014223307496538,0.7842721343040466,2,8100.698358616042,0,0,0,0.0,0.0,-0.1604544413919414,-0.2017290521978022,-3.2546063623375816,1.0,-7650.215626036186,0.0,0.0,0.0,0.0,0.0
2023,120.685,24.205,0.1787116529304029,0.2512803342490842,3.2932634133406,0.0047585164848674,0.8165079355239868,2,8100.698358616042,0,0,0,0.0,0.0,0.1787116529304029,0.2512803342490842,3.2932634133406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,120.685,24.205,0.1696502976190476,0.2431238553113553,3.2322516664311616,0.4804878584311118,0.2442085146903991,41,1021.8722570708331,0,0,0,0.0,0.0,-0.009061355311355296,-0.00815647893772889,-0.06101174690943845,39.0,-7078.826101545209,0.0,0.0,0.0,0.0,0.0
2025,120.685,24.205,0.1923603479853479,0.2631673534798535,3.2505128444834672,0.6324863912203605,0.0521925687789917,42,1450.715163519738,0,0,0,0.0,0.0,0.022710050366300305,0.02004349816849818,0.01826117805230565,1.0,428.84290644890496,0.0,0.0,0.0,0.0,0.0
2018,120.695,24.085,0.0,0.0,0.0,,,540,85.96931651793126,5,1,0,0.6500224216483541,0.0,,,,,,,,,,
2019,120.695,24.085,0.1240212912087912,0.2611721611721612,3.03593569282026,0.004598548861825,0.7291147708892822,15,934.6565301525792,7,1,0,0.5435644431995964,0.0,0.1240212912087912,0.2611721611721612,3.03593569282026,-525.0,848.687213634648,2.0,0.0,0.0,-0.1064579784487577,0.0
2020,120.695,24.085,0.1219179258241758,0.3014720695970695,3.1134705412477315,0.6991630061700915,0.1250046491622924,34,1461.925603306478,7,1,0,0.5435644431995964,0.0,-0.002103365384615405,0.040299908424908326,0.07753484842747138,19.0,527.2690731538988,0.0,0.0,0.0,0.0,0.0
2021,120.695,24.085,0.1666065705128205,0.2984764194139194,3.2086394015459043,0.8378833582678611,0.0815966129302978,34,1461.9234737391218,7,1,0,0.5435644431995964,0.0,0.044688644688644696,-0.0029956501831501225,0.09516886029817284,0.0,-0.002129567356178086,0.0,0.0,0.0,0.0,0.0
2022,120.695,24.085,0.0,0.0,0.0,0.0030309263910975,0.7658566832542419,34,1461.9234737391218,7,1,0,0.5435644431995964,0.0,-0.1666065705128205,-0.2984764194139194,-3.2086394015459043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,120.695,24.085,0.1816111492673992,0.313174793956044,3.2265091474583825,0.0074183318492082,0.745155394077301,416,216.27132673286576,9,1,0,0.4689955935892812,0.0,0.1816111492673992,0.313174793956044,3.2265091474583825,382.0,-1245.6521470062562,2.0,0.0,0.0,-0.07456884961031518,0.0
2024,120.695,24.085,0.1823282967032967,0.2953897664835165,3.2070573724504534,0.5260959402459219,0.0556353330612182,418,216.47555654532025,9,1,0,0.4689955935892812,0.0,0.0007171474358974861,-0.01778502747252747,-0.01945177500792905,2.0,0.20422981245448568,0.0,0.0,0.0,0.0,0.0
2025,120.695,24.085,0.1836727335164835,0.2871302655677655,3.235926697314993,0.6335739350809848,0.068904161453247,418,216.50620781035215,8,1,0,0.5032583347756457,0.0,0.0013444368131868,-0.008259500915751006,0.028869324864539525,0.0,0.030651265031906405,-1.0,0.0,0.0,0.03426274118636452,0.0
2018,120.695,24.095,0.0,0.0,0.0,,,25,149.7263408565671,3,2,0,0.9709505944546686,0.0,,,,,,,,,,
2019,120.695,24.095,0.1423798076923076,0.3029407051282051,3.120941047875064,0.0038137760493266,0.7124900817871094,25,149.72634085656713,3,2,0,0.9709505944546686,0.0,0.1423798076923076,0.3029407051282051,3.120941047875064,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0
2020,120.695,24.095,0.1388060897435897,0.3281078296703296,3.1889658722533003,0.683014081454128,0.1923586726188659,16,233.9474075883861,3,2,0,0.9709505944546686,0.0,-0.003573717948717886,0.025167124542124497,0.0680248243782362,-9.0,84.22106673181898,0.0,0.0,0.0,0.0,0.0
2021,120.695,24.095,0.1888873626373626,0.3248323031135531,3.2718227916575437,0.8358039406738043,0.1359558701515197,17,286.7303763660303,3,2,0,0.9709505944546686,0.0,0.0500812728937729,-0.003275526556776487,0.08285691940424345,1.0,52.782968777644214,0.0,0.0,0.0,0.0,0.0
2022,120.695,24.095,0.0,0.0,0.0,0.0025128026022062,0.7590526938438416,18,393.5599133582158,3,2,0,0.9709505944546686,0.0,-0.1888873626373626,-0.3248323031135531,-3.2718227916575437,1.0,106.82953699218547,0.0,0.0,0.0,0.0,0.0
2023,120.695,24.095,0.2066580815018315,0.3457303113553113,3.29224541269344,0.0065636854499218,0.7434483766555786,18,410.2090535030351,3,2,0,0.9709505944546686,0.0,0.2066580815018315,0.3457303113553113,3.29224541269344,0.0,16.649140144819285,0.0,0.0,0.0,0.0,0.0
2024,120.695,24.095,0.2062356913919414,0.3350429258241758,3.277336830064654,0.4916550844539269,0.0372209548950195,17,304.3588774847473,3,2,0,0.9709505944546686,0.0,-0.00042239010989009174,-0.010687385531135518,-0.014908582628786249,-1.0,-105.85017601828775,0.0,0.0,0.0,0.0,0.0
2025,120.695,24.095,0.2078153617216117,0.3329475732600732,3.2917974688349907,0.6147723696299336,0.0841355323791503,19,335.8959571480275,4,2,0,0.9182958340544896,0.0,0.0015796703296702963,-0.0020953525641025927,0.014460638770336764,2.0,31.537079663280167,1.0,0.0,0.0,-0.052654760400179024,0.0
2018,120.695,24.105,0.0,0.0,0.0,,,26,796.5682134432805,0,2,0,-0.0,0.0,,,,,,,,,,
2019,120.695,24.105,0.1478771749084249,0.3131524725274725,3.1651150099822734,0.0033824643799913,0.7359869480133057,22,928.1361428405468,0,2,0,-0.0,0.0,0.1478771749084249,0.3131524725274725,3.1651150099822734,-4.0,131.5679293972663,0.0,0.0,0.0,0.0,0.0
2020,120.695,24.105,0.1466712454212454,0.336216804029304,3.232823909195935,0.6716442617494416,0.239252507686615,24,917.1380435864256,0,2,0,-0.0,0.0,-0.0012059294871794857,0.02306433150183146,0.06770889921366186,2.0,-10.998099254121144,0.0,0.0,0.0,0.0,0.0
2021,120.695,24.105,0.200819597069597,0.3363432921245421,3.3140085553871725,0.8275159815455755,0.1678130030632019,25,888.858864771344,0,2,0,-0.0,0.0,0.054148351648351606,0.00012648809523813087,0.08118464619123733,1.0,-28.27917881508165,0.0,0.0,0.0,0.0,0.0
2022,120.695,24.105,0.0,0.0,0.0,0.0022072739279752,0.751732587814331,66,667.3138960341499,0,2,0,-0.0,0.0,-0.200819597069597,-0.3363432921245421,-3.3140085553871725,41.0,-221.54496873719404,0.0,0.0,0.0,0.0,0.0
2023,120.695,24.105,0.2196646062271062,0.358683608058608,3.3316114955544425,0.00624747766885,0.7320830821990967,127,699.3109989922319,0,1,0,-0.0,0.0,0.2196646062271062,0.358683608058608,3.3316114955544425,61.0,31.997102958081996,0.0,-1.0,0.0,0.0,0.0
2024,120.695,24.105,0.2172138278388278,0.3449404761904762,3.3143738711600337,0.4836353723447815,0.0287758111953735,139,636.0614245461338,0,1,0,-0.0,0.0,-0.0024507783882783962,-0.013743131868131808,-0.01723762439440879,12.0,-63.24957444609811,0.0,0.0,0.0,0.0,0.0
2025,120.695,24.105,0.2218229166666666,0.3470850503663004,3.329265797596347,0.6168555773436327,0.0577351450920105,140,641.6650025074383,0,2,0,-0.0,0.0,0.004609088827838781,0.0021445741758241987,0.01489192643631343,1.0,5.603577961304495,0.0,1.0,0.0,0.0,0.0
2018,120.695,24.115,0.0,0.0,0.0,,,11,833.2765997626499,0,1,0,-0.0,0.0,,,,,,,,,,
2019,120.695,24.115,0.1488524496336996,0.331545902014652,3.2066355639768376,0.0029224992289672,0.7369697093963623,11,833.2765997626499,0,1,0,-0.0,0.0,0.1488524496336996,0.331545902014652,3.2066355639768376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,120.695,24.115,0.1654990842490842,0.3556507554945055,3.2826001714292534,0.6800945589180651,0.0826552510261535,12,857.6878944593747,0,2,0,-0.0,0.0,0.016646634615384598,0.024104853479853472,0.07596460745241584,1.0,24.41129469672478,0.0,1.0,0.0,0.0,0.0
2021,120.695,24.115,0.2068126144688644,0.3518023122710623,3.347376118293574,0.8635966457900421,0.0433427691459655,16,697.7052334292354,1,2,0,0.9182958340544896,0.0,0.04131353021978021,-0.0038484432234431876,0.06477594686432075,4.0,-159.9826610301393,1.0,0.0,0.0,0.9182958340544896,0.0
2022,120.695,24.115,0.0,0.0,0.0,0.0017758481287624,0.7468036413192749,32,1132.8925153544697,1,2,0,0.9182958340544896,0.0,-0.2068126144688644,-0.3518023122710623,-3.347376118293574,16.0,435.1872819252343,0.0,0.0,0.0,0.0,0.0
2023,120.695,24.115,0.2296978021978022,0.3681370192307692,3.3696089680432104,0.0045326789456421,0.728499174118042,61,1056.8639091856355,5,2,0,0.863120568566631,0.0,0.2296978021978022,0.3681370192307692,3.3696089680432104,29.0,-76.02860616883413,4.0,0.0,0.0,-0.05517526548785856,0.0
2024,120.695,24.115,0.226492673992674,0.3612345467032967,3.3483061741651445,0.4682141482946085,0.0184855461120605,61,1030.6591693067526,5,2,0,0.863120568566631,0.0,-0.0032051282051281937,-0.006902472527472503,-0.021302793878065884,0.0,-26.204739878882947,0.0,0.0,0.0,0.0,0.0
2025,120.695,24.115,0.2343074633699633,0.3671251144688645,3.361553896244999,0.6185218979415035,0.0313787460327148,61,1074.791674276958,5,2,0,0.863120568566631,0.0,0.0078147893772893,0.005890567765567789,0.013247722079854363,0.0,44.132504970205446,0.0,0.0,0.0,0.0,0.0
2018,120.695,24.125,0.0,0.0,0.0,,,6,642.292931414727,0,0,0,0.0,0.0,,,,,,,,,,
2019,120.695,24.125,0.1455517399267399,0.3154681776556776,3.219531819564784,0.002699490638304,0.7463589310646057,6,642.292931414727,0,0,0,0.0,0.0,0.1455517399267399,0.3154681776556776,3.219531819564784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,120.695,24.125,0.1756358745421245,0.3367290521978022,3.309027246538101,0.6795886415941732,0.0475064516067504,29,178.79187595309205,0,0,0,0.0,0.0,0.030084134615384617,0.021260874542124608,0.08949542697331703,23.0,-463.501055461635,0.0,0.0,0.0,0.0,0.0
2021,120.695,24.125,0.2062746108058608,0.3479258241758242,3.3594041642381294,0.8770276843693408,0.0324555039405822,30,186.0807996187316,0,0,0,0.0,0.0,0.030638736263736283,0.011196771978021991,0.05037691770002839,1.0,7.288923665639544,0.0,0.0,0.0,0.0,0.0
2022,120.695,24.125,0.0,0.0,0.0,0.0016039565275125,0.766190767288208,39,327.8778085655477,0,0,0,0.0,0.0,-0.2062746108058608,-0.3479258241758242,-3.3594041642381294,9.0,141.7970089468161,0.0,0.0,0.0,0.0,0.0
2023,120.695,24.125,0.234203869047619,0.3534220467032967,3.384942531442485,0.0041074100443098,0.7525805234909058,51,523.0949010524138,1,0,0,-0.0,0.0,0.234203869047619,0.3534220467032967,3.384942531442485,12.0,195.21709248686608,1.0,0.0,0.0,-0.0,0.0
