year,lon,lat,building_count,building_area_mean,amenity_count,shop_count,leisure_count,poi_diversity,road_length_total
2019,120.645,24.145,27,1691.6184139288296,7,2,1,1.1567796494470395,0.0
2019,120.645,24.155,43,1539.0703585038227,11,3,0,0.74959525725948,0.0
2019,120.645,24.165,49,1793.5541930740565,8,5,0,0.9612366047228759,0.0
2019,120.645,24.175,123,852.4028074745984,15,5,1,1.0488412604661608,0.0
2019,120.645,24.185,62,1017.5163372462649,6,2,1,1.224394445405986,0.0
2019,120.645,24.195,7,874.5739865187007,3,0,0,-0.0,0.0
2019,120.645,24.205,0,0.0,0,0,0,0.0,0.0
2019,120.655,24.085,5,645.604226725024,0,0,0,0.0,0.0
2019,120.655,24.095,5,348.30895433346825,0,0,0,0.0,0.0
2019,120.655,24.105,2,1747.5418336612777,1,0,0,-0.0,0.0
2019,120.655,24.115,27,1276.8196616164753,3,2,0,0.9709505944546686,0.0
2019,120.655,24.125,17,1577.3271244710825,0,0,0,0.0,0.0
2019,120.655,24.135,6,1254.2745733790837,2,1,0,0.9182958340544896,0.0
2019,120.655,24.145,15,406.4972538820626,2,0,0,-0.0,0.0
2019,120.655,24.155,56,724.3112753586739,15,0,0,-0.0,0.0
2019,120.655,24.165,33,917.3971943650316,12,5,0,0.8739810481273578,0.0
2019,120.655,24.175,6,489.3301522208206,0,4,0,-0.0,0.0
2019,120.655,24.185,0,0.0,0,0,0,0.0,0.0
2019,120.655,24.195,2,9220.12415968004,2,0,0,-0.0,0.0
2019,120.655,24.205,7,1436.1468962981257,2,2,0,1.0,0.0
2019,120.665,24.085,5,269.6362022320691,2,0,0,-0.0,0.0
2019,120.665,24.095,4,537.7910548209977,0,0,0,0.0,0.0
2019,120.665,24.105,27,799.224198418954,0,0,0,0.0,0.0
2019,120.665,24.115,34,1082.4278202667888,3,0,0,-0.0,0.0
2019,120.665,24.125,13,1694.5054474674946,0,0,0,0.0,0.0
2019,120.665,24.135,8,976.7207533327978,1,2,0,0.9182958340544896,0.0
2019,120.665,24.145,30,1432.9451085550836,7,0,0,-0.0,0.0
2019,120.665,24.155,77,1119.5790300503538,7,4,0,0.9456603046006401,0.0
2019,120.665,24.165,9,439.5717823885029,1,3,0,0.8112781244591328,0.0
2019,120.665,24.175,17,908.7276419970077,6,3,0,0.9182958340544896,0.0
2019,120.665,24.185,3,392.3451155353766,3,0,0,-0.0,0.0
2019,120.665,24.195,1,1160.8056900468878,0,0,0,0.0,0.0
